sample_id,model,method,MoRF,LeRF,diff,is_flipped
23,vit_base,GradCAM,0.24276763647794725,0.387337900698185,0.14457026422023778,False
23,vit_base,IntegratedGradients,0.21866922155022625,0.38267006129026415,0.1640008397400379,False
23,vit_base,Random,0.269365730881691,0.3719133213162422,0.1025475904345512,False
24,mobilevit_s,GradCAM,0.1725550886243582,0.41057000607252114,0.23801491744816294,False
24,mobilevit_s,IntegratedGradients,0.02065484832492075,0.37195666134357447,0.3513018130186537,False
24,mobilevit_s,Random,0.0792487187020015,0.20625041626335588,0.12700169756135438,False
24,resnet50,GradCAM,0.027798419927785287,0.4553749725222587,0.4275765525944734,False
24,resnet50,IntegratedGradients,0.14817563728429378,0.2765652026981116,0.1283895654138178,False
24,resnet50,LRP,0.019417594076367093,0.3077507026493549,0.2883331085729878,False
24,resnet50,Random,0.11085629560984674,0.11104622209677473,0.00018992648692799097,False
24,vit_base,Chefer-LRP,0.27095245346426966,0.32653366550803187,0.05558121204376221,False
24,vit_base,GradCAM,0.3181755814701319,0.3408743664622307,0.022698784992098764,False
24,vit_base,IntegratedGradients,0.31912758126854895,0.23600268885493275,-0.0831248924136162,True
24,vit_base,Random,0.36889669597148894,0.3063813515007496,-0.06251534447073936,True
25,mobilevit_s,GradCAM,0.02672758642002009,0.4170881226658821,0.390360536245862,False
25,mobilevit_s,IntegratedGradients,0.023946671657904522,0.4412142336368561,0.41726756197895154,False
25,mobilevit_s,Random,0.35830716138880236,0.37369493489313754,0.015387773504335178,False
25,resnet50,GradCAM,0.08139243456535042,0.48065803050994876,0.3992655959445983,False
25,resnet50,IntegratedGradients,0.07387324124574662,0.45761278420686724,0.3837395429611206,False
25,resnet50,LRP,0.030460010864771906,0.47559892833232875,0.44513891746755685,False
25,resnet50,Random,0.3301520030014217,0.28479748270474375,-0.04535452029667797,True
25,vit_base,Chefer-LRP,0.07359922365285458,0.3610087588429451,0.2874095351900905,False
25,vit_base,GradCAM,0.0815935131162405,0.3672853901982307,0.2856918770819902,False
25,vit_base,IntegratedGradients,0.1346622890792787,0.3420179456472397,0.20735565656796098,False
25,vit_base,Random,0.27185567766427987,0.30421732887625696,0.032361651211977094,False
26,mobilevit_s,GradCAM,0.050016596232308086,0.4725938439369201,0.422577247704612,False
26,mobilevit_s,IntegratedGradients,0.07507387819350696,0.47129321247339245,0.3962193342798855,False
26,mobilevit_s,Random,0.07566621322766877,0.14535951770376415,0.06969330447609538,False
26,resnet50,GradCAM,0.31388399571878833,0.49998195469379425,0.18609795897500592,False
26,resnet50,IntegratedGradients,0.2801805132068694,0.4998826399445534,0.21970212673768402,False
26,resnet50,LRP,0.27669011057587345,0.49998080432415004,0.2232906937482766,False
26,resnet50,Random,0.2934527707009693,0.3473903393372893,0.05393756863631999,False
26,vit_base,Chefer-LRP,0.23728271035361106,0.35950781404972076,0.1222251036961097,False
26,vit_base,GradCAM,0.19954337427625435,0.3698595762252808,0.17031620194902647,False
26,vit_base,IntegratedGradients,0.36848408579826364,0.3873876392841339,0.01890355348587025,False
26,vit_base,Random,0.39726531505584717,0.3666655167937279,-0.030599798262119282,True
27,mobilevit_s,GradCAM,0.11853057816624644,0.41259958744049074,0.2940690092742443,False
27,mobilevit_s,IntegratedGradients,0.12201933045944316,0.39972165971994406,0.27770232926050087,False
27,mobilevit_s,Random,0.22906783794751395,0.24047843526204818,0.011410597314534227,False
27,resnet50,GradCAM,0.4934764802455902,0.49055324941873557,-0.002923230826854639,True
27,resnet50,IntegratedGradients,0.32577951549319556,0.4848582252860069,0.15907870979281136,False
27,resnet50,LRP,0.32356722517870373,0.4827475339174271,0.15918030873872335,False
27,resnet50,Random,0.43837153953154484,0.3908752456307411,-0.04749629390080373,True
27,vit_base,Chefer-LRP,0.26618789602071047,0.3744806692004204,0.10829277317970992,False
27,vit_base,GradCAM,0.2906945116817951,0.34707310348749165,0.05637859180569654,False
27,vit_base,IntegratedGradients,0.3772969260811806,0.3935714989900589,0.016274572908878293,False
27,vit_base,Random,0.3760462448000908,0.3785002112388611,0.002453966438770272,False
28,mobilevit_s,GradCAM,0.1073540629877243,0.45089264661073686,0.34353858362301254,False
28,mobilevit_s,IntegratedGradients,0.13050770041008944,0.4296415761113167,0.2991338757012273,False
28,mobilevit_s,Random,0.3083221647888422,0.3781839951872826,0.06986183039844035,False
28,resnet50,GradCAM,0.21532153931912038,0.4999352857470512,0.2846137464279308,False
28,resnet50,IntegratedGradients,0.1978325073607266,0.4999490261077881,0.30211651874706147,False
28,resnet50,LRP,0.18037788395304233,0.4999544724822044,0.3195765885291621,False
28,resnet50,Random,0.4977259933948517,0.4739012641832233,-0.02382472921162837,True
28,vit_base,Chefer-LRP,0.3742768794298172,0.3973426073789597,0.023065727949142523,False
28,vit_base,GradCAM,0.42322250008583073,0.38171335756778724,-0.041509142518043496,True
28,vit_base,IntegratedGradients,0.39525299221277244,0.38129684478044507,-0.01395614743232737,True
28,vit_base,Random,0.2996558211743832,0.38449145704507826,0.08483563587069504,False
29,mobilevit_s,GradCAM,0.2614630843221676,0.4240614056587219,0.16259832133655433,False
29,mobilevit_s,IntegratedGradients,0.09897521435632371,0.4222429141402244,0.3232676997839007,False
